Purchase Date,State ID,Buyer ID,Product ID,Category ID,Quantity Purchased (lb),Purchase Price ($),Quantity Sold (lb),Sale Price ($)
2019-01-01,11,B11000,104,1,867,3.2,825,5.73
2019-01-01,11,B11001,102,1,1632,3.51,1169,4.84
2019-01-01,11,B11002,116,3,146,5.83,142,8.61
2019-01-01,11,B11003,105,1,181,1.55,138,2.2
2019-01-01,11,B11004,120,3,469,8.93,387,12.94
2019-01-01,12,B12000,107,1,339,1.34,238,2.07
2019-01-01,12,B12001,118,3,37,1.03,36,1.19
2019-01-01,12,B12002,102,1,225,3.99,171,6.48
2019-01-01,12,B12003,105,1,555,1.97,467,2.22
2019-01-01,12,B12004,112,2,792,7.36,649,10.37
2019-01-01,13,B13000,103,1,190,4.88,186,8.31
2019-01-01,13,B13001,101,1,1209,7.52,855,10.42
2019-01-01,13,B13002,114,2,932,3.77,714,4.22
2019-01-01,13,B13003,105,1,68,1.59,60,1.95
2019-01-01,13,B13004,105,1,241,1.55,230,2.49
2019-01-01,14,B14000,114,2,1412,3.95,1112,4.91
2019-01-01,14,B14001,113,2,1713,8.25,1657,11.51
2019-01-01,14,B14002,102,1,220,4.07,192,5.56
2019-01-01,14,B14003,104,1,1071,2.95,889,4.38
2019-01-01,14,B14004,121,3,771,8.79,638,14.59
2019-01-01,15,B15000,104,1,419,1.86,325,2.87
2019-01-01,15,B15001,115,3,310,2.31,218,2.98
2019-01-01,15,B15002,121,3,443,10.11,383,13.06
2019-01-01,15,B15003,114,2,500,4.33,370,4.8
2019-01-01,15,B15004,100,1,897,1.73,806,2.63
2019-01-02,1,B1000,103,1,634,4.65,542,6.36
2019-01-02,1,B1001,101,1,1230,6.93,1083,8.02
2019-01-02,1,B1002,117,3,51,7.9,46,10.66
2019-01-02,1,B1003,105,1,44,2.09,43,3.27
2019-01-02,1,B1004,113,2,752,7.55,638,8.58
2019-01-02,2,B2000,120,3,369,9.04,266,10.62
2019-01-02,2,B2001,117,3,202,10.38,156,14.58
2019-01-02,2,B2002,109,2,104,6.99,91,9.02
2019-01-02,2,B2003,114,2,13,3.58,12,5.3
2019-01-02,2,B2004,120,3,54,11.34,51,17.97
2019-01-02,3,B3000,117,3,75,8.55,73,15.32
2019-01-02,3,B3001,111,2,586,3.66,510,4.49
2019-01-02,3,B3002,109,2,1723,6.45,1694,11.48
2019-01-02,3,B3003,108,2,1141,2.8,1082,3.71
2019-01-02,3,B3004,100,1,551,1.16,398,1.37
2019-01-02,4,B4000,120,3,480,9.19,381,10.53
2019-01-02,4,B4001,115,3,1436,3.0,1386,4.61
2019-01-02,4,B4002,120,3,297,10.84,279,19.05
2019-01-02,4,B4003,108,2,1429,3.15,1206,4.35
2019-01-02,4,B4004,117,3,317,11.51,292,16.06
2019-01-02,5,B5000,104,1,1124,2.28,886,2.97
2019-01-02,5,B5001,113,2,2582,7.44,2333,10.19
2019-01-02,5,B5002,107,1,694,1.15,682,1.97
2019-01-02,5,B5003,100,1,1111,1.39,854,2.49
2019-01-02,5,B5004,114,2,387,5.31,297,7.75
2019-01-02,6,B6000,103,1,77,4.07,61,6.7
2019-01-02,6,B6001,108,2,866,2.05,787,3.34
2019-01-02,6,B6002,114,2,279,3.55,240,4.46
2019-01-02,6,B6003,114,2,292,4.09,227,7.01
2019-01-02,6,B6004,106,1,325,7.42,281,11.57
2019-01-02,7,B7000,111,2,127,3.2,116,4.1
2019-01-02,7,B7001,116,3,250,7.63,212,12.94
2019-01-02,7,B7002,114,2,186,3.98,168,5.35
2019-01-02,7,B7003,118,3,367,1.08,329,1.79
2019-01-02,7,B7004,118,3,726,1.33,660,2.24
2019-01-02,8,B8000,105,1,287,2.05,276,2.48
2019-01-02,8,B8001,102,1,470,4.14,351,6.71
2019-01-02,8,B8002,110,2,384,11.67,301,12.89
2019-01-02,8,B8003,117,3,214,10.1,190,12.95
2019-01-02,8,B8004,113,2,1067,8.45,920,13.8
2019-01-02,9,B9000,100,1,2087,1.38,1525,2.42
2019-01-02,9,B9001,104,1,697,3.32,635,4.35
2019-01-02,9,B9002,102,1,247,3.56,176,5.46
2019-01-02,9,B9003,112,2,109,11.65,77,19.0
2019-01-02,9,B9004,114,2,169,2.5,152,4.1
2019-01-02,10,B10000,105,1,576,1.37,540,1.66
2019-01-02,10,B10001,108,2,497,3.44,489,4.44
2019-01-02,10,B10002,120,3,315,7.97,280,11.11
2019-01-02,10,B10003,119,3,990,3.67,756,4.63
2019-01-02,10,B10004,101,1,578,8.49,486,14.48
2019-01-02,11,B11000,109,2,370,6.55,344,10.77
2019-01-02,11,B11001,112,2,235,12.6,166,15.02
2019-01-02,11,B11002,104,1,1166,3.4,857,4.89
2019-01-02,11,B11003,104,1,524,2.78,444,3.45
2019-01-02,11,B11004,103,1,550,4.32,436,7.16
2019-01-02,12,B12000,102,1,105,2.92,82,4.44
2019-01-02,12,B12001,109,2,93,6.38,78,7.19
2019-01-02,12,B12002,121,3,1745,7.15,1589,10.96
2019-01-02,12,B12003,101,1,140,9.38,99,12.62
2019-01-02,12,B12004,113,2,329,6.58,298,9.85
2019-01-02,13,B13000,110,2,736,9.83,655,11.53
2019-01-02,13,B13001,107,1,336,1.43,322,2.28
2019-01-02,13,B13002,112,2,458,11.76,331,19.64
2019-01-02,13,B13003,100,1,370,1.61,330,2.28
2019-01-02,13,B13004,117,3,210,9.86,162,11.26
2019-01-02,14,B14000,121,3,88,8.65,70,15.42
2019-01-02,14,B14001,120,3,278,9.09,240,13.17
2019-01-02,14,B14002,101,1,911,10.05,823,12.46
2019-01-02,14,B14003,108,2,1762,2.31,1625,3.72
2019-01-02,14,B14004,105,1,391,1.49,278,2.67
2019-01-02,15,B15000,106,1,165,11.6,139,18.65
2019-01-02,15,B15001,116,3,89,9.36,78,12.11
2019-01-02,15,B15002,107,1,582,1.44,535,2.22
2019-01-02,15,B15003,106,1,1097,7.38,846,9.05
2019-01-02,15,B15004,120,3,166,10.8,128,15.6
2019-01-03,1,B1000,106,1,550,6.92,482,9.35
2019-01-03,1,B1001,115,3,133,2.29,119,2.93
2019-01-03,1,B1002,107,1,90,1.36,75,2.42
2019-01-03,1,B1003,108,2,87,2.59,72,4.35
2019-01-03,1,B1004,100,1,1193,1.33,895,1.62
2019-01-03,2,B2000,117,3,60,8.74,57,12.52
2019-01-03,2,B2001,114,2,446,4.46,327,5.55
2019-01-03,2,B2002,106,1,340,7.13,242,12.52
2019-01-03,2,B2003,120,3,647,7.88,551,10.41
2019-01-03,2,B2004,101,1,986,7.79,824,13.3
2019-01-03,3,B3000,116,3,1283,7.42,909,8.89
2019-01-03,3,B3001,118,3,443,1.07,439,1.68
2019-01-03,3,B3002,116,3,51,7.46,38,12.74
2019-01-03,3,B3003,105,1,1107,2.33,1063,3.57
2019-01-03,3,B3004,104,1,1687,3.19,1514,3.99
2019-01-03,4,B4000,104,1,794,2.73,793,4.26
2019-01-03,4,B4001,118,3,412,0.92,385,1.57
2019-01-03,4,B4002,119,3,254,4.16,202,5.75
2019-01-03,4,B4003,114,2,354,4.43,294,7.35
2019-01-03,4,B4004,102,1,67,3.97,53,4.38
2019-01-03,5,B5000,121,3,852,8.33,711,11.43
2019-01-03,5,B5001,108,2,818,2.37,720,2.73
2019-01-03,5,B5002,101,1,1203,11.94,1153,16.31
2019-01-03,5,B5003,112,2,37,9.82,30,13.15
2019-01-03,5,B5004,101,1,709,10.9,658,16.63
2019-01-03,6,B6000,115,3,1239,3.12,889,5.46
2019-01-03,6,B6001,102,1,653,4.48,507,6.45
2019-01-03,6,B6002,116,3,1494,6.41,1185,9.47
2019-01-03,6,B6003,107,1,178,1.61,131,2.24
2019-01-03,6,B6004,117,3,164,8.8,149,12.92
2019-01-03,7,B7000,104,1,92,2.44,77,4.33
2019-01-03,7,B7001,118,3,501,1.23,493,1.9
2019-01-03,7,B7002,110,2,1481,9.59,1130,12.08
2019-01-03,7,B7003,101,1,587,9.25,473,16.0
2019-01-03,7,B7004,103,1,962,4.83,795,8.09
2019-01-03,8,B8000,111,2,370,4.32,324,6.12
2019-01-03,8,B8001,100,1,745,1.23,542,1.54
2019-01-03,8,B8002,106,1,1463,7.93,1125,11.76
2019-01-03,8,B8003,106,1,207,10.14,153,18.17
2019-01-03,8,B8004,117,3,184,8.33,167,13.35
2019-01-03,9,B9000,104,1,1375,3.85,995,4.97
2019-01-03,9,B9001,121,3,807,7.45,581,10.05
2019-01-03,9,B9002,116,3,1053,6.36,942,10.91
2019-01-03,9,B9003,104,1,319,2.46,318,3.86
2019-01-03,9,B9004,103,1,150,5.49,107,7.83
2019-01-03,10,B10000,113,2,1501,8.87,1094,13.08
2019-01-03,10,B10001,118,3,149,1.2,139,1.88
2019-01-03,10,B10002,112,2,699,9.83,697,11.86
2019-01-03,10,B10003,114,2,58,4.61,51,6.75
2019-01-03,10,B10004,114,2,222,3.36,207,5.64
2019-01-03,11,B11000,113,2,1917,7.65,1880,8.88
2019-01-03,11,B11001,117,3,84,8.2,73,11.59
2019-01-03,11,B11002,106,1,1245,9.19,1189,16.49
2019-01-03,11,B11003,113,2,1675,8.03,1608,13.77
2019-01-03,11,B11004,115,3,294,3.29,241,3.81
2019-01-03,12,B12000,113,2,130,8.01,115,14.28
2019-01-03,12,B12001,116,3,49,9.14,45,13.93
2019-01-03,12,B12002,107,1,61,1.23,49,1.48
2019-01-03,12,B12003,103,1,1068,4.31,886,7.65
2019-01-03,12,B12004,105,1,2,1.71,1,2.01
2019-01-03,13,B13000,103,1,1345,4.92,966,5.94
2019-01-03,13,B13001,101,1,718,10.09,515,18.13
2019-01-03,13,B13002,104,1,710,2.9,510,4.6
2019-01-03,13,B13003,119,3,209,4.28,179,6.58
2019-01-03,13,B13004,109,2,203,5.36,167,7.28
2019-01-03,14,B14000,120,3,1133,11.39,934,12.62
2019-01-03,14,B14001,111,2,229,4.53,175,6.68
2019-01-03,14,B14002,112,2,718,7.84,600,11.63
2019-01-03,14,B14003,104,1,175,2.86,139,3.45
2019-01-03,14,B14004,106,1,77,8.82,64,12.14
2019-01-03,15,B15000,119,3,351,4.81,291,7.61
2019-01-03,15,B15001,107,1,732,1.39,657,2.15
2019-01-03,15,B15002,109,2,1848,7.56,1581,8.67
2019-01-03,15,B15003,118,3,419,1.1,298,1.73
2019-01-03,15,B15004,101,1,536,7.75,377,8.91
2019-01-04,1,B1000,121,3,1034,12.84,832,16.79
2019-01-04,1,B1001,119,3,411,4.57,299,5.58
2019-01-04,1,B1002,100,1,541,1.57,392,1.75
2019-01-04,1,B1003,101,1,959,10.02,781,15.4
2019-01-04,1,B1004,105,1,521,1.44,465,2.36
2019-01-04,2,B2000,108,2,48,3.12,42,5.57
2019-01-04,2,B2001,118,3,628,1.19,463,1.86
2019-01-04,2,B2002,102,1,317,2.95,280,4.15
2019-01-04,2,B2003,113,2,587,9.27,567,11.48
2019-01-04,2,B2004,116,3,937,7.45,893,12.69
2019-01-04,3,B3000,121,3,2851,10.31,2715,14.66
2019-01-04,3,B3001,119,3,138,4.77,119,5.84
2019-01-04,3,B3002,117,3,189,11.32,178,18.2
2019-01-04,3,B3003,118,3,472,0.97,407,1.56
2019-01-04,3,B3004,112,2,434,10.2,393,15.25
2019-01-04,4,B4000,102,1,1308,4.82,1096,5.84
2019-01-04,4,B4001,112,2,31,7.12,22,12.78
2019-01-04,4,B4002,113,2,610,8.28,561,12.33
2019-01-04,4,B4003,110,2,118,8.54,102,14.08
2019-01-04,4,B4004,100,1,1287,1.16,1042,2.05
2019-01-04,5,B5000,109,2,1286,4.83,1284,8.28
2019-01-04,5,B5001,109,2,2600,5.14,2282,8.84
2019-01-04,5,B5002,106,1,1603,7.46,1420,8.22
2019-01-04,5,B5003,110,2,1165,10.86,838,16.83
2019-01-04,5,B5004,100,1,604,1.67,545,2.54
2019-01-04,6,B6000,102,1,149,4.17,107,6.04
2019-01-04,6,B6001,111,2,501,3.38,469,5.39
2019-01-04,6,B6002,112,2,37,9.65,30,12.83
2019-01-04,6,B6003,114,2,1129,2.8,1128,4.52
2019-01-04,6,B6004,104,1,260,3.85,243,5.95
2019-01-04,7,B7000,107,1,336,1.16,292,1.59
2019-01-04,7,B7001,117,3,270,8.79,191,11.73
2019-01-04,7,B7002,118,3,197,0.95,155,1.39
2019-01-04,7,B7003,120,3,109,9.25,103,15.83
2019-01-04,7,B7004,119,3,593,3.89,438,5.59
2019-01-04,8,B8000,109,2,106,5.54,97,7.79
2019-01-04,8,B8001,106,1,1245,8.3,1152,9.92
2019-01-04,8,B8002,102,1,377,4.09,291,5.25
2019-01-04,8,B8003,100,1,737,1.44,615,2.35
2019-01-04,8,B8004,107,1,284,1.45,204,1.63
2019-01-04,9,B9000,118,3,452,1.12,363,1.55
2019-01-04,9,B9001,121,3,777,11.72,556,20.58
2019-01-04,9,B9002,104,1,1421,2.43,1104,4.34
2019-01-04,9,B9003,101,1,1299,8.38,1288,11.94
2019-01-04,9,B9004,104,1,639,2.8,490,3.38
2019-01-04,10,B10000,104,1,480,2.78,352,4.08
2019-01-04,10,B10001,113,2,1317,9.45,1136,15.08
2019-01-04,10,B10002,103,1,46,2.92,45,3.55
2019-01-04,10,B10003,100,1,495,1.86,443,2.58
2019-01-04,10,B10004,110,2,233,8.67,195,14.43
2019-01-04,11,B11000,108,2,227,2.45,170,3.14
2019-01-04,11,B11001,103,1,1381,5.36,1330,6.66
2019-01-04,11,B11002,107,1,9,1.71,8,2.42
2019-01-04,11,B11003,108,2,320,3.1,271,4.58
2019-01-04,11,B11004,113,2,3148,7.2,2936,9.84
2019-01-04,12,B12000,109,2,259,5.74,242,7.47
2019-01-04,12,B12001,103,1,828,5.38,806,7.41
2019-01-04,12,B12002,101,1,786,8.47,624,14.02
2019-01-04,12,B12003,118,3,663,1.31,492,2.34
2019-01-04,12,B12004,120,3,97,8.59,85,12.1
2019-01-04,13,B13000,100,1,493,1.16,488,1.69
2019-01-04,13,B13001,119,3,293,3.94,242,6.77
2019-01-04,13,B13002,121,3,102,8.09,93,11.89
2019-01-04,13,B13003,110,2,937,10.24,897,12.61
2019-01-04,13,B13004,121,3,2394,11.22,2014,14.81
2019-01-04,14,B14000,118,3,206,1.16,195,1.68
2019-01-04,14,B14001,111,2,280,3.76,204,6.31
2019-01-04,14,B14002,111,2,47,3.57,43,5.05
2019-01-04,14,B14003,108,2,794,3.36,668,5.68
2019-01-04,14,B14004,114,2,610,4.77,486,7.5
2019-01-04,15,B15000,121,3,1115,10.87,873,18.33
2019-01-04,15,B15001,105,1,87,2.27,66,2.98
2019-01-04,15,B15002,106,1,603,5.95,579,10.45
2019-01-04,15,B15003,105,1,767,2.21,745,2.83
2019-01-04,15,B15004,115,3,800,2.9,670,4.1
2019-01-05,1,B1000,111,2,113,5.46,82,9.74
2019-01-05,1,B1001,121,3,90,9.7,70,16.5
2019-01-05,1,B1002,103,1,389,6.12,384,6.81
2019-01-05,1,B1003,100,1,637,1.41,612,1.83
2019-01-05,1,B1004,100,1,990,1.36,764,1.59
2019-01-05,2,B2000,118,3,151,0.85,119,1.29
2019-01-05,2,B2001,119,3,379,4.21,286,7.26
2019-01-05,2,B2002,109,2,449,4.39,392,4.94
2019-01-05,2,B2003,108,2,471,3.77,447,4.31
2019-01-05,2,B2004,104,1,305,3.06,293,5.14
2019-01-05,3,B3000,112,2,54,10.73,44,14.18
2019-01-05,3,B3001,111,2,460,4.98,405,7.02
2019-01-05,3,B3002,103,1,504,5.6,430,7.09
2019-01-05,3,B3003,106,1,994,5.39,979,8.39
2019-01-05,3,B3004,120,3,61,11.39,43,17.58
2019-01-05,4,B4000,114,2,312,2.73,231,3.09
2019-01-05,4,B4001,110,2,971,8.29,761,12.66
2019-01-05,4,B4002,114,2,588,3.43,450,3.79
2019-01-05,4,B4003,109,2,428,4.26,373,7.08
2019-01-05,4,B4004,106,1,546,8.32,396,11.46
2019-01-05,5,B5000,121,3,2066,9.26,1988,13.48
2019-01-05,5,B5001,110,2,1171,8.56,967,11.78
2019-01-05,5,B5002,104,1,1331,2.81,1055,4.29
2019-01-05,5,B5003,113,2,3001,8.63,2203,13.64
2019-01-05,5,B5004,103,1,283,4.38,233,5.19
2019-01-05,6,B6000,119,3,142,4.23,128,6.63
2019-01-05,6,B6001,119,3,92,3.7,89,5.72
2019-01-05,6,B6002,116,3,324,8.31,314,9.84
2019-01-05,6,B6003,112,2,55,8.16,45,9.04
2019-01-05,6,B6004,117,3,74,8.35,54,9.44
2019-01-05,7,B7000,106,1,1210,7.88,1153,12.27
2019-01-05,7,B7001,111,2,681,4.38,539,5.66
2019-01-05,7,B7002,103,1,1513,5.38,1448,9.02
2019-01-05,7,B7003,105,1,363,1.95,294,2.94
2019-01-05,7,B7004,106,1,544,9.76,408,13.29
2019-01-05,8,B8000,120,3,481,8.71,429,9.74
2019-01-05,8,B8001,107,1,131,1.46,103,2.02
2019-01-05,8,B8002,118,3,272,1.32,271,1.65
2019-01-05,8,B8003,117,3,123,9.78,87,14.08
2019-01-05,8,B8004,108,2,343,2.94,243,3.31
2019-01-05,9,B9000,110,2,134,10.17,129,13.25
2019-01-05,9,B9001,120,3,448,8.1,394,13.95
2019-01-05,9,B9002,117,3,12,11.29,9,15.47
2019-01-05,9,B9003,101,1,903,8.19,838,12.11
2019-01-05,9,B9004,112,2,180,10.47,136,13.42
2019-01-05,10,B10000,115,3,403,2.01,349,3.57
2019-01-05,10,B10001,100,1,1062,1.31,942,1.85
2019-01-05,10,B10002,119,3,409,4.24,362,6.35
2019-01-05,10,B10003,103,1,1298,4.31,1120,6.18
2019-01-05,10,B10004,119,3,483,4.1,357,7.01
2019-01-05,11,B11000,101,1,1438,9.84,1384,12.72
2019-01-05,11,B11001,116,3,297,7.78,250,13.9
2019-01-05,11,B11002,114,2,246,5.01,187,6.51
2019-01-05,11,B11003,116,3,839,6.26,732,9.04
2019-01-05,11,B11004,113,2,1381,9.6,1283,16.12
2019-01-05,12,B12000,102,1,956,3.96,687,6.83
2019-01-05,12,B12001,105,1,582,1.47,569,2.26
2019-01-05,12,B12002,118,3,541,0.86,491,1.38
2019-01-05,12,B12003,121,3,453,7.07,354,11.76
2019-01-05,12,B12004,119,3,477,3.75,439,4.16
2019-01-05,13,B13000,104,1,112,3.28,104,5.34
2019-01-05,13,B13001,104,1,1087,3.08,789,4.71
2019-01-05,13,B13002,115,3,414,2.46,297,3.41
2019-01-05,13,B13003,120,3,485,8.68,350,15.31
2019-01-05,13,B13004,107,1,162,1.7,137,1.96
2019-01-05,14,B14000,113,2,1613,9.17,1324,10.55
2019-01-05,14,B14001,105,1,276,1.5,270,2.49
2019-01-05,14,B14002,115,3,604,2.73,463,3.91
2019-01-05,14,B14003,111,2,142,4.77,126,6.44
2019-01-05,14,B14004,121,3,2847,8.98,2493,12.7
2019-01-05,15,B15000,113,2,2325,8.13,2125,10.32
2019-01-05,15,B15001,104,1,1356,3.56,1007,5.21
2019-01-05,15,B15002,116,3,1039,6.83,769,8.87
2019-01-05,15,B15003,100,1,343,1.43,312,1.85
2019-01-05,15,B15004,121,3,2949,7.24,2154,9.57
2019-01-06,1,B1000,121,3,1746,8.63,1635,11.39
2019-01-06,1,B1001,100,1,755,1.55,746,2.11
2019-01-06,1,B1002,117,3,181,9.57,161,13.12
2019-01-06,1,B1003,108,2,962,3.43,893,6.09
2019-01-06,1,B1004,114,2,465,5.06,434,5.94
2019-01-06,2,B2000,119,3,36,3.95,30,6.99
2019-01-06,2,B2001,108,2,85,2.69,68,3.65
2019-01-06,2,B2002,121,3,1267,9.04,1210,15.15
2019-01-06,2,B2003,104,1,631,2.97,482,5.1
2019-01-06,2,B2004,120,3,241,10.85,215,12.97
2019-01-06,3,B3000,100,1,545,1.29,498,1.78
2019-01-06,3,B3001,102,1,483,3.67,346,4.98
2019-01-06,3,B3002,118,3,405,0.93,285,1.57
2019-01-06,3,B3003,119,3,776,3.35,637,4.84
2019-01-06,3,B3004,103,1,423,5.02,418,7.15
2019-01-06,4,B4000,119,3,272,4.38,253,7.19
2019-01-06,4,B4001,109,2,1271,5.81,896,7.47
2019-01-06,4,B4002,113,2,2736,8.62,2220,11.58
2019-01-06,4,B4003,111,2,161,3.04,153,5.42
2019-01-06,4,B4004,121,3,584,7.97,489,13.12
2019-01-06,5,B5000,107,1,74,1.33,57,1.68
2019-01-06,5,B5001,100,1,440,1.58,434,1.8
2019-01-06,5,B5002,107,1,770,1.67,623,1.93
2019-01-06,5,B5003,118,3,607,0.94,567,1.44
2019-01-06,5,B5004,121,3,1186,9.54,968,14.74
2019-01-06,6,B6000,104,1,568,2.59,447,4.51
2019-01-06,6,B6001,105,1,708,1.89,526,2.16
2019-01-06,6,B6002,121,3,1599,9.33,1578,11.14
2019-01-06,6,B6003,103,1,1259,4.19,910,6.6
2019-01-06,6,B6004,114,2,442,4.02,366,5.96
2019-01-06,7,B7000,101,1,1311,6.54,937,8.15
2019-01-06,7,B7001,100,1,517,1.64,392,2.91
2019-01-06,7,B7002,111,2,576,5.35,478,6.86
2019-01-06,7,B7003,105,1,616,1.74,466,3.11
2019-01-06,7,B7004,120,3,754,11.05,699,19.71
2019-01-06,8,B8000,106,1,451,7.15,402,9.1
2019-01-06,8,B8001,118,3,524,1.02,445,1.67
2019-01-06,8,B8002,100,1,470,1.16,448,1.54
2019-01-06,8,B8003,115,3,1063,2.66,897,2.98
2019-01-06,8,B8004,112,2,282,9.73,275,13.41
2019-01-06,9,B9000,106,1,233,8.48,227,13.81
2019-01-06,9,B9001,118,3,291,1.42,225,2.34
2019-01-06,9,B9002,109,2,1808,5.07,1369,6.43
2019-01-06,9,B9003,109,2,1069,5.97,760,7.49
2019-01-06,9,B9004,112,2,799,7.81,787,10.14
2019-01-06,10,B10000,120,3,819,8.15,759,11.91
2019-01-06,10,B10001,107,1,907,1.25,877,2.2
2019-01-06,10,B10002,117,3,19,10.65,14,15.42
2019-01-06,10,B10003,114,2,676,3.61,515,6.13
2019-01-06,10,B10004,104,1,154,2.34,146,3.9
2019-01-06,11,B11000,120,3,656,9.38,489,14.62
2019-01-06,11,B11001,101,1,45,10.84,32,15.15
2019-01-06,11,B11002,109,2,1441,3.58,1429,4.07
2019-01-06,11,B11003,112,2,876,7.76,613,9.79
2019-01-06,11,B11004,106,1,133,9.96,109,16.87
2019-01-06,12,B12000,101,1,974,7.59,734,12.69
2019-01-06,12,B12001,118,3,21,0.86,15,1.34
2019-01-06,12,B12002,119,3,360,4.19,315,6.9
2019-01-06,12,B12003,102,1,444,5.01,411,8.02
2019-01-06,12,B12004,113,2,1515,8.97,1484,12.19
2019-01-06,13,B13000,111,2,16,5.46,15,7.77
2019-01-06,13,B13001,101,1,550,10.26,518,13.25
2019-01-06,13,B13002,112,2,426,7.53,407,13.44
2019-01-06,13,B13003,112,2,155,12.32,131,21.72
2019-01-06,13,B13004,104,1,582,2.5,474,4.04
2019-01-06,14,B14000,121,3,877,7.51,828,11.97
2019-01-06,14,B14001,100,1,1504,1.39,1133,2.37
2019-01-06,14,B14002,110,2,140,11.41,134,13.6
2019-01-06,14,B14003,109,2,618,4.38,557,7.49
2019-01-06,14,B14004,107,1,1009,1.36,958,2.04
2019-01-06,15,B15000,113,2,2145,8.86,1698,11.53
2019-01-06,15,B15001,102,1,469,4.11,385,6.63
2019-01-06,15,B15002,112,2,670,8.84,606,12.4
2019-01-06,15,B15003,120,3,594,8.25,530,14.53
2019-01-06,15,B15004,115,3,1021,3.0,944,4.18
2019-01-07,1,B1000,118,3,91,0.83,90,1.16
2019-01-07,1,B1001,114,2,142,3.23,104,5.75
2019-01-07,1,B1002,110,2,565,9.74,454,13.6
2019-01-07,1,B1003,117,3,15,8.56,11,12.31
2019-01-07,1,B1004,115,3,81,2.46,58,3.75
2019-01-07,2,B2000,100,1,211,1.15,185,1.34
2019-01-07,2,B2001,108,2,612,3.21,605,3.56
2019-01-07,2,B2002,103,1,1192,4.91,946,7.5
2019-01-07,2,B2003,117,3,314,8.92,229,15.72
2019-01-07,2,B2004,108,2,827,2.5,752,3.78
2019-01-07,3,B3000,118,3,746,1.16,578,1.75
2019-01-07,3,B3001,100,1,1010,1.4,764,2.36
2019-01-07,3,B3002,111,2,658,4.61,608,5.37
2019-01-07,3,B3003,114,2,684,4.32,627,6.07
2019-01-07,3,B3004,100,1,2119,1.24,1637,1.92
2019-01-07,4,B4000,110,2,1582,10.53,1225,11.68
2019-01-07,4,B4001,102,1,403,3.19,337,3.65
2019-01-07,4,B4002,120,3,859,11.25,846,13.01
2019-01-07,4,B4003,106,1,19,10.02,16,17.56
2019-01-07,4,B4004,113,2,2594,7.65,2221,12.37
2019-01-07,5,B5000,112,2,1134,7.91,976,11.94
2019-01-07,5,B5001,108,2,827,2.49,774,3.9
